sample,read_1,read_2
DogWolf00108,s3://pacinfo-fs/tmp/ywang/BSBolt_test_data/DogWolf00108_S84_R1_trimmed.fastq.gz,s3://pacinfo-fs/tmp/ywang/BSBolt_test_data/DogWolf00108_S84_R2_trimmed.fastq.gz
